node_id,price_dp,geometry
CONCHO_1_N002,52.45904,POINT (-116.342689 33.785845)
CONTADNA_1_N001,43.52,POINT (-119.71 36.29)
CONTROLX_1_N001,-26.72298,POINT (-118.471988 37.342839)
CONTROL_7_N001,-26.10446,POINT (-118.47193119226046 37.34291722503321)
COOPER_LNODEDR1,54.44596,POINT (-120.5119493179366 37.3189566034476)
COOPER_LNODEDR2,54.5007,POINT (-120.51183575699493 37.31895660339336)
COOPER_LNODEDR3,54.44049,POINT (-120.51183575713138 37.318866291449055)
COOPER_LNODEDR4,54.5007,POINT (-120.51191605677509 37.318802431310424)
COOPER_LNODEDR5,54.44049,POINT (-120.51202798203006 37.318787159360575)
COOPER_LNODEDR6,54.5007,POINT (-120.51213451388375 37.31881843902539)
COOPER_LNODEDR7,54.5007,POINT (-120.51221220923813 37.318884305211256)
COOPER_LNODEDR8,54.51164,POINT (-120.51224932323211 37.318969657813994)
COOPER_LNODEDR9,54.51164,POINT (-120.51224311913526 37.31905983488123)
COOPER_LNODER14,54.44596,POINT (-120.5121972257278 37.31914244338007)
COOPER_LNODER15,54.44596,POINT (-120.51211933201114 37.31920816147405)
COOPER_LNODER16,54.44596,POINT (-120.51201930357878 37.31925091782716)
COOPER_LNODER17,54.44596,POINT (-120.51190771989396 37.31926769919903)
COPUS_6_N001,65.88385,POINT (-119.278466 35.093593)
CORCORAN_1_N001,56.67372,POINT (-119.55797958991954 36.10957699998725)
CORCORAN_1_N005,56.67372,POINT (-119.55809041008045 36.10957699998725)
CORDELIA_6_N001,54.65943,POINT (-122.112082 38.216066)
CORDPMP_6_N003,54.78532,POINT (-121.497588 38.575433098781254)
CORNING_6_N004,54.24891,POINT (-122.18732639815484 39.93198099998522)
CORNING_6_N006,54.24891,POINT (-122.18744360184516 39.93198099998522)
CORONADO_6_N001,116.00978,POINT (-117.173249 32.698823762005226)
CORONADO_6_N002,116.00978,POINT (-117.17319367259638 32.69874311898509)
CORONA_1_N001,55.03426,POINT (-117.17330432740361 32.69874311898509)
CORRAL_6_N001,55.95496,POINT (-120.92635462577833 38.1014979999861)
CORRAL_6_N003,55.95496,POINT (-120.92646937422167 38.1014979999861)
CORSGOLD_1_N001,57.25392,POINT (-119.69108432761332 37.22751499998653)
CORSGOLD_1_N003,57.25392,POINT (-119.69119767238668 37.22751499998653)
CORTEZ_LNODEDR1,54.41859,POINT (-120.913235680039 37.5005587104299)
CORTEZ_LNODEDR3,54.40764,POINT (-120.913267914805 37.5007571927422)
CORTEZ_LNODEDR5,54.41859,POINT (-120.913263660994 37.5006522266335)
CORTEZ_LNODEDR6,54.41859,POINT (-120.913424010622 37.5008124927682)
CORTEZ_LNODEDR7,54.40764,POINT (-120.913352769965 37.5007095209272)
CORTINA_1_N106,52.7307,POINT (-122.224176 39.121407)
COR_LNODENE1,54.61564,POINT (-121.20798139654603 38.55393333331922)
COR_LNODENE3,54.61564,POINT (-121.20809638123197 38.55393333331922)
COTATI_6_N101,55.39397,POINT (-122.73153156284509 38.30970399998603)
COTATI_6_N102,55.39397,POINT (-122.73164643715491 38.30970399998603)
COTTLEA_2_N001,56.20446,POINT (-120.825545 37.772676259234935)
COTTLE_7_N001,56.20446,POINT (-120.82548555286246 37.77259487036768)
COTWDPGE_1_N001,53.52639,POINT (-116.87675022716886 34.38040399998781)
COVELO6_6_N001,67.36305,POINT (-123.24850460152904 39.78628299998532)
CPLECEF_1_N001,57.30866,POINT (-121.63994328855216 37.25999999998651)
CPLECEF_1_N005,57.30866,POINT (-121.64005671144784 37.25999999998651)
CPP_LNODESS1,54.6868,POINT (-121.12458988828622 38.3383555554995)
CPP_LNODESS2,54.6868,POINT (-121.124475 38.33844566948052)
CRABTREE_LNODENK1,54.57733,POINT (-120.60683 37.64506)
CRCANAL_6_N001,55.72678,POINT (-122.208547 40.1384740349693)
CREELMAN_6_N001,44.52269,POINT (-116.853026 33.01815871873613)
CREELMAN_6_N004,44.52269,POINT (-116.85297051775382 33.01807814061963)
CREELMAN_6_N014,44.52269,POINT (-116.85308148224618 33.01807814061963)
CRESSEY_1_N001,56.6354,POINT (-120.6386900986629 37.42852799998634)
CRESTWD_6_N001,31.14734,POINT (-116.35373376108788 32.699023999988746)
CROWLNDG_LNODEDR1,54.35291,POINT (-120.740076630976 37.4627004272953)
CROWLNDG_LNODEDR3,54.35838,POINT (-120.740080933369 37.462786962981)
CROWLNDG_LNODEDR4,54.35838,POINT (-120.740078364387 37.462613876709)
CROWLNDG_LNODEDR5,54.35838,POINT (-120.740074305354 37.4625421344261)
CROWLNDG_LNODEDR7,54.35291,POINT (-120.740270351347 37.4627827502437)
CRUSHER_6_N001,57.36339,POINT (-122.154383 37.021645)
CRWSLDG_6_N001,51.53766,POINT (-121.085672 37.377307)
CRYSTLSG_6_N001,56.98571,POINT (-122.361067 37.528913)
CSG_LNODESS,54.61564,POINT (-121.47509029333828 38.51068967879612)
CSTRVLLE_1_N001,55.17395,POINT (-121.73625384675147 36.762604151493385)
CURTIS1_7_N001,33.77473,POINT (-120.320668 37.974949221777045)
CURTISS_1_N101,33.66526,POINT (-120.32072756943327 37.974867889096444)
CYMRIC_1_N001,51.73105,POINT (-119.63 35.31)
DAIRYLND_1_N001,54.55543,POINT (-120.317015 37.055221)
DALYCTY_1_N001,57.70276,POINT (-122.455704 37.69180126214444)
DALYCTY_1_N005,57.70276,POINT (-122.45564461457239 37.69171986891291)
DANISHCM_1_N001,56.54782,POINT (-119.76576504300833 36.71900181109094)
DAVIS_1_N001,55.8472,POINT (-121.70988464738468 39.06008956957949)
DAVIS_1_N007,55.8472,POINT (-121.70988464767737 39.05991043030674)
DAVIS_1_N012,55.8472,POINT (-121.71011535232263 39.05991043030674)
DECPTSG_2_N001,54.90574,POINT (-121.86994264179833 38.05999999998602)
DECPTSG_2_N018,54.90574,POINT (-121.87005735820168 38.05999999998602)
DEEPWATR_1_N101,55.70489,POINT (-121.56020750817653 38.55162999998592)
DEEPWATR_1_N104,55.70489,POINT (-121.56032249182347 38.55162999998592)
DELAMO_2_N001,54.07923,POINT (-118.096994 33.84836303124857)
DELAMO_2_N014,54.07923,POINT (-118.09693765855927 33.84828198436281)
DELAMO_2_N022,54.07923,POINT (-118.09705034144073 33.84828198436281)
DELMAR_6_N001,54.54996,POINT (-121.220655 38.7988788301003)
DELMAR_6_N001A,54.79627,POINT (-121.22059518327069 38.798798084934575)
DELMAR_6_N005,54.79627,POINT (-121.22071481672931 38.798798084934575)
DELMAR_6_N010,54.54996,POINT (-117.25535963525417 32.980789999988666)
DELMAR_6_N011,54.54996,POINT (-117.25546636474583 32.980789999988666)
DELMNTE_1_N010,55.80889,POINT (-121.8539621246086 36.599053999987)
DELMNTE_1_N201,55.80889,POINT (-121.85407387539139 36.599053999987)
DESCANSO_6_N001,32.72921,POINT (-116.633752 32.86524)
DEVLDNPP_6_N003,52.71083,POINT (-119.97393475743563 35.774930999987355)
DEVLSDN_6_N001,52.49188,POINT (-119.97404524256437 35.774930999987355)
DFS_1_N001,52.62872,POINT (-120.6 36.72)
DIABLO1_7_N001,51.88431,POINT (-120.84743471985068 35.215922999950024)
DIABLO2_7_N001,51.90073,POINT (-120.84765528014933 35.215922999950024)
DIABLOCN_2_N001,53.7946,POINT (-120.847545 35.21601309719158)
DINUBAE_7_N001,56.84887,POINT (-119.41841731957626 36.56893330486095)
DINUBA_6_N001,56.87624,POINT (-119.41864068042374 36.56893330486095)
DINUBA_6_N005,56.87624,POINT (-119.41864068068313 36.56911269503489)
DIRYVLLE_6_N001,53.8767,POINT (-122.097838 40.12799)
DIVISION_6_N001,206.86,POINT (-117.12003376624276 32.6815959999886)
DIVISION_6_N009,206.86,POINT (-117.12014023375725 32.6815959999886)
DIXON-J1_6_N101,54.56638,POINT (-121.826237 38.44545401121386)
DIXONLD_1_N001,56.76677,POINT (-121.921353 37.457825231051295)
DIXONLD_1_N002,56.76677,POINT (-121.92129383478914 37.457743884459624)
DIXONLD_1_N008,56.77224,POINT (-121.92141216521087 37.457743884459624)
DIXON_6_B1,54.56638,POINT (-121.8261772770627 38.445372994377905)
DIXON_6_N002,54.56638,POINT (-121.8262967229373 38.445372994377905)
DMNDSPR_1_N001,54.8729,POINT (-120.82566347343 38.69304699998593)
DMNDSPR_1_N003,54.8729,POINT (-120.82577852656999 38.69304699998593)
DOBBINS_6_N001,54.5007,POINT (-121.197378 39.339604)
DOLANRD_1_N001,55.11921,POINT (-121.769123 36.800296)
DOMTAR_1_N001,54.36933,POINT (-121.65 38.13)
DONNER_LNODE07,50.28055,POINT (-120.281812 39.327305)
DONPEDRO_LNODENSS,54.1066,POINT (-120.4206077500803 37.6962503274167)
DOSPALS_6_N001,52.3222,POINT (-120.635012 36.97484)
DUKMOSS1_7_N001,55.02616,POINT (-121.76005620188538 36.85999999998676)
DUKMOSS2_7_N001,55.02616,POINT (-121.75988762218331 36.84999999994714)
DUKMOSS3_7_N001,55.02616,POINT (-121.76011237781668 36.84999999994714)
DUKMOSS3_7_N002,55.02616,POINT (-121.76 36.85008992566386)
DUKMOSS4_7_N001,54.99332,POINT (-121.71988762218332 36.84999999994714)
DUKMOSS5_7_N001,54.99332,POINT (-121.72005617595099 36.83999999998681)
DUKMOSS6_7_N001,54.99332,POINT (-121.72011237781669 36.84999999994714)
DUKMOSS6_7_N002,54.99332,POINT (-121.72 36.85008992566386)
DUMBARTN_1_N001,56.08257,POINT (-122.057606 37.557155251259346)
DUMBARTN_1_N003,56.08257,POINT (-122.05754673393427 37.55707387435557)
DUMBARTN_1_N011,56.08257,POINT (-122.05766526606573 37.55707387435557)
DUNBAR_6_N001,55.19037,POINT (-122.52777754540057 38.38322299998598)
DUNBAR_6_N002,55.19037,POINT (-122.52789245459942 38.38322299998598)
DUNHILL_6_N001,54.88932,POINT (-117.229958 32.901543)
DUNLAP_6_N001,56.99666,POINT (-119.15909106962141 36.64502999998689)
DUNNIGAN_6_N001,53.59973,POINT (-121.989951 38.924808)
DUNNSIDE_1_N001,50.87003,POINT (-116.467335 35.03321)
EAGLEMTN_2_N001,50.49949,POINT (-115.44 33.82005401596653)
EAGLEMTN_2_N002,50.49949,POINT (-115.43994369314599 33.8199729920039)
EAGLROCK_2_N001,53.27461,POINT (-122.81077743066047 38.8293359999859)
EAGLROCK_2_N012,53.27461,POINT (-122.81089256933953 38.8293359999859)
EASTGATE_6_N101,57.37934,POINT (-117.20083859603457 32.88493613808494)
EASTGATE_6_N201,57.37934,POINT (-117.20094940396542 32.88493613808494)
EBMUDGRY_1_N001,55.42026,POINT (-122.04 37.93)
ECY_LNODE101,54.59922,POINT (-121.43093112608555 38.55445658675582)
ECY_LNODE102,54.59922,POINT (-121.4309311263732 38.55427674646514)
ECY_LNODE103,54.59922,POINT (-121.43116109584881 38.55427674646514)
ECY_LNODE104,54.59922,POINT (-121.43116109613645 38.55445658675582)
EDENVALE_1_N001,55.46952,POINT (-121.7958386130011 37.24503626216962)
EDENVALE_1_N004,55.46952,POINT (-121.79583861327271 37.24485573772219)
EDENVALE_1_N006,55.46952,POINT (-121.79606538672729 37.24485573772219)
EDENVALE_1_N008,55.46952,POINT (-121.7960653869989 37.24503626216962)
EDES_1_N001,58.80295,POINT (-122.19371982090533 37.738786999986225)
EDES_1_N003,58.80295,POINT (-122.19383417909467 37.738786999986225)
EDMON1AP_7_N001,52.99545,POINT (-118.738787 34.986313)
EDMON2AP_7_N001,52.99545,POINT (-118.73867680688261 34.986312999950265)
EDMON3AP_7_N001,52.99545,POINT (-118.73867680700413 34.98622271993701)
EDMON3AP_7_N002,52.99545,POINT (-118.73875472524391 34.98615888237297)
EDMON4AP_7_N001,52.99545,POINT (-118.738863331203 34.98614361582445)
EDMON4AP_7_N002,52.99545,POINT (-118.73896670370384 34.98617488443967)
EDMON5AP_7_N001,52.99545,POINT (-118.73904209487607 34.98624072734969)
EDMON5AP_7_N002,52.99545,POINT (-118.73907810817316 34.986326049781965)
EDMON6AP_7_N001,52.99545,POINT (-118.73907208804029 34.986416194964555)
EDMON6AP_7_N002,52.99545,POINT (-118.73902755565565 34.98649877424742)
EDMON7AP_7_N001,52.99545,POINT (-118.73895197200041 34.98656446909455)
EDMON7AP_7_N002,52.99545,POINT (-118.7388549100885 34.98660721032227)
EDMON8AP_7_N001,52.99545,POINT (-118.738746635625 34.98662398575978)
EDMON8AP_7_N002,52.99545,POINT (-118.738637059907 34.986614439197844)
EDWARDS_1_N001,54.03126,POINT (-117.890005 34.991871)
EELRIVR_6_N001,67.09281,POINT (-124.210199 40.602658)
EIGHTMI_2_N017,55.04258,POINT (-121.375292 38.058077)
EISENHOW_1_N001,53.03377,POINT (-116.497612 33.830599)
EISEN_6_N001,127.08666,POINT (-118.97131 35.35714)
ELCAJNGT_7_N001,127.10231,POINT (-116.97233863745876 32.795346131065216)
ELCAJNGT_7_N004,127.07494,POINT (-116.97244936254124 32.795346131065216)
ELCAPTN_1_N001,56.38909,POINT (-120.50517320028958 37.335801999986415)
ELCAPTN_1_N004,56.38909,POINT (-120.50528679971042 37.335801999986415)
ELCAPTN_1_N005,56.38909,POINT (-120.578993 37.365512)
ELCRRTO_1_N001,55.56805,POINT (-122.30313670905946 37.91620499998609)
ELCRRTO_1_N023,55.56805,POINT (-122.30325129094054 37.91620499998609)
ELKCREEK_6_N001,54.53901,POINT (-123.711777 39.12957472883464)
ELKHIL1G_7_N001,51.54495,POINT (-119.37772885850012 35.22604999998747)
ELKHIL2G_7_N001,51.54495,POINT (-119.37783914149988 35.22604999998747)
ELK_6_N001,61.12364,POINT (-123.71183698354646 39.1294941355673)
ELK_SM_LNODENE2,54.65396,POINT (-121.354256944444 38.37273738362879)
ELK_SM_LNODENE7,54.6649,POINT (-121.35419723840097 38.372656308170484)
ELK_SM_LNODENE8,54.6649,POINT (-121.35431665048702 38.372656308170484)
ELLIOTT_6_N001,59.52934,POINT (-117.08840071898302 32.81585999998874)
ELLIOTT_6_N004,59.52934,POINT (-117.08850728101697 32.81585999998874)
ELLIS_6_N001,54.18323,POINT (-121.548766 37.716505)
ELLIS_6_N105,54.18323,POINT (-117.943596 33.685126)
ELLSGTY_1_N001,52.69567,POINT (-117.943088 33.685294)
ELNIDO_1_N004,56.03878,POINT (-120.47270746040512 37.12061299998659)
ELNIDO_2_N001,54.70869,POINT (-120.47282053959488 37.12061299998659)
ELNIDO_2_N012,54.70869,POINT (-118.37271472929694 33.89624399998809)
ELNIDO_7_N001,56.03878,POINT (-118.37282327070305 33.89624399998809)
ELPATIO_1_N001,57.27581,POINT (-121.935913 37.29223717683988)
ELPATIO_1_N006,57.27581,POINT (-121.93585402427247 37.29215591156547)
ELPATIO_1_N015,57.27581,POINT (-121.93597197572753 37.29215591156547)
ELV_LNODENE1,54.51164,POINT (-121.47683299057677 38.71426666661026)
ELV_LNODENE2,54.51164,POINT (-121.47689052312896 38.71418891290697)
ELV_LNODENE3,54.51164,POINT (-121.47700558798303 38.71418891290697)
ELV_LNODENE4,54.51164,POINT (-121.47706312053523 38.71426666661026)
ELV_LNODENE5,54.51164,POINT (-121.4770055881082 38.71434442039811)
ELV_LNODENE6,54.50617,POINT (-121.4768905230038 38.71434442039811)
EMBRCDR_2_N001,57.41265,POINT (-122.37988558363396 37.780090430972514)
EMBRCDR_2_N008,57.41265,POINT (-122.37988558391392 37.77990956891692)
EMBRCDR_2_N101,57.41265,POINT (-122.38011441608609 37.77990956891692)
EMBRCDR_2_N104,57.41265,POINT (-122.38011441636604 37.780090430972514)
EMRLDLE_6_N001,56.74487,POINT (-122.277933 37.462178)
EMRYSVE_1_N001,54.34196,POINT (-121.56151425780503 39.163430999985756)
EMRYSVE_1_N003,54.34196,POINT (-121.56162974219497 39.163430999985756)
ENCINAL_6_N001,54.57733,POINT (-121.637248 39.247383)
ENCINA_1_N001,54.12302,POINT (-117.33531843066032 33.13699513479889)
ENCINA_1_N049,54.12302,POINT (-117.33542956933968 33.13699513479889)
ENCNITAS_6_N001,54.75796,POINT (-117.285325 33.05068472041646)
ENCNITAS_6_N004,54.75796,POINT (-117.28526949553299 33.05060413977941)
ENCNITAS_6_N011,54.75796,POINT (-117.285380504467 33.05060413977941)
ENSLEN_LNODEHKQ,54.64848,POINT (-121.0013 37.65224426097517)
ENSLEN_LNODELOU,54.64848,POINT (-121.00124064749899 37.65216286949752)
ENSLEN_LNODEWFN,54.64848,POINT (-121.00135935250101 37.65216286949752)
ERTA_6_N001,56.74487,POINT (-121.763827 36.930594)
ESCNDIDO_6_N001,53.63039,POINT (-117.116857 33.12543545233769)
ESCNDIDO_6_N046,53.63039,POINT (-117.11696392572938 33.12552499995441)
ESCNDIDO_6_N053,53.63039,POINT (-117.116857 33.12561454766245)
ESCO_6_N001,54.97143,POINT (-117.089119 33.115770727187964)
ESCO_6_N004,54.97143,POINT (-117.08906344744015 33.11569013639368)
ESQUON_6_N001,53.9807,POINT (-121.768445 39.607876)
ESTGRND_1_N001,57.6097,POINT (-122.403031 37.653951261060854)
ESTGRND_1_N005,57.6097,POINT (-122.402971646041 37.65386986945481)
ESTGRND_1_N009,57.6097,POINT (-122.403090353959 37.65386986945481)
ESTPRTL_1_N001,55.65015,POINT (-122.186415 37.876677)
ESTQNCY_6_N001,47.81195,POINT (-120.910322 39.938128)
ETIWANDA_6_N001,53.25819,POINT (-117.5255740237224 34.0883812512724)
ETIWANDA_6_N003,53.26366,POINT (-117.52552751207779 34.08814499998799)
EUREKAA_6_N001,67.22901,POINT (-124.18290627263764 40.793883999984665)
EUREKA_6_N001,67.17975,POINT (-124.18302572736236 40.793883999984665)
EVRGREEN_1_N001,57.01308,POINT (-121.8408102375639 37.303338999986465)
EVRGREEN_1_N019,57.01308,POINT (-121.84092376243609 37.303338999986465)
EXXONBH_7_N001,55.25058,POINT (-122.13762073299924 38.08095331088854)
FAIRGRND_LNODEDR1,54.43501,POINT (-120.867048786933 37.5006945896515)
FAIRGRND_LNODEDR3,54.44049,POINT (-120.866718665766 37.5005735349484)
FAIRGRND_LNODEDR4,54.44049,POINT (-120.866803820595 37.5005721589657)
FAIRGRND_LNODEDR5,54.43501,POINT (-120.867051337755 37.5005181954718)
FAIRGRND_LNODEDR7,54.44049,POINT (-120.866887330714 37.5005718981617)
FAIRGRND_LNODEDR8,54.43501,POINT (-120.866970837622 37.5005716373084)
FAIRHAVN_6_N001,67.49335,POINT (-124.19565426654849 40.80027999998463)
FAIRWAY_1_N001,55.38195,POINT (-120.44635292480474 34.91059499998762)
FAIRWAY_1_N002,55.38195,POINT (-120.44646307519525 34.91059499998762)
FAMOSO_1_N001,52.59041,POINT (-119.20248280260235 35.60500099998741)
FARREL_1_N001,52.78746,POINT (-116.49686777574072 33.85654399998807)
FARREL_1_N002,52.78746,POINT (-116.49697622425927 33.85654399998807)
FAR_SUB_LNODEONA,52.62872,POINT (-118.37089113436087 34.03809021316632)
FAR_SUB_LNODEONB,52.62872,POINT (-118.37089113459244 34.0379097867377)
FAR_SUB_LNODEONC,52.62872,POINT (-118.37110886540755 34.0379097867377)
FAR_SUB_LNODEOND,52.62872,POINT (-118.37110886563912 34.03809021316632)
FELICITA_6_N001,53.69608,POINT (-117.073637 33.093263724336374)
FELICITA_6_N005,53.69608,POINT (-117.07358146461416 33.09318313781945)
FELICITA_6_N009,53.69608,POINT (-117.07369253538583 33.09318313781945)
FELLOWSG_7_N001,51.43,POINT (-119.58505586292793 35.195188999987465)
FIGARDN_2_N001,55.89647,POINT (-119.85852484727552 36.8220309999868)
FIGARDN_2_N101,55.88552,POINT (-119.85863715272448 36.8220309999868)
FINNEY_LNODESNV,54.67038,POINT (-120.9751667 37.627520677678156)
FIREBAGH_6_N001,51.76937,POINT (-120.466577 36.850688)
FIREHOUS_LNODEBUSH,51.1399,POINT (-114.6245 34.8569)
FIY_LNODE0LD,54.51712,POINT (-121.356944 38.762778)
FLINT_1_N001,55.03711,POINT (-121.06669540924167 38.88530299998586)
FMC_1_N001,57.58781,POINT (-121.92219018683774 37.347699999986396)
FMC_1_N003,57.58781,POINT (-121.92230381316226 37.347699999986396)
FOOTHILL_1_N001,54.0847,POINT (-120.7 35.27)
FORSTHL_6_N001,47.55469,POINT (-120.830271 39.01927)
FORTORD_6_N001,55.97857,POINT (-121.792138 36.643363)
FORTRSS_6_N001,58.94634,POINT (-123.223713 38.539559)
FOSTERW_7_N001,55.06448,POINT (-122.06127131707333 38.02007534657929)
FRANKLIN_6_N003,55.84173,POINT (-122.264655 38.012317)
FRA_SM_LNODENE1,54.67585,POINT (-121.4768906014164 38.38101134187077)
FRA_SM_LNODENE2,54.67585,POINT (-121.47683314740071 38.380933333277234)
FRA_SM_LNODENE3,54.67585,POINT (-121.47689060154032 38.38085532476781)
FRA_SM_LNODENE4,54.67585,POINT (-121.47700550957168 38.38085532476781)
FRA_SM_LNODENE5,54.67585,POINT (-121.47706296371129 38.380933333277234)
FRA_SM_LNODENE6,54.67585,POINT (-121.4770055096956 38.38101134187077)
FREDONIA_LNODELD,50.99759,POINT (-114.574 34.1733)
FREMNT_1_N001,56.59709,POINT (-121.962063 37.54118124868743)
FREMNT_1_N007,56.59709,POINT (-121.96200374944321 37.54109987564155)
FREMNT_1_N013,56.59709,POINT (-121.96212225055679 37.54109987564155)
FRIARS_1_N001,53.83292,POINT (-117.15675673371696 32.77904499998872)
FRIARS_1_N009,53.83292,POINT (-117.15686326628304 32.77904499998872)
FRNCHGLH_6_N001,56.31246,POINT (-122.641204 40.68692)
FROGTOWN_7_N001,17.17,POINT (-120.53381 38.056504)
FRTSWRD_6_N001,71.5682,POINT (-123.59658599020719 40.21377199998503)
FRUITLND_6_N001,70.64511,POINT (-123.837372 40.28584)
FRUITVLE_6_N001,68.41266,POINT (-119.0924868388967 35.376774999987504)
FRUITVLE_6_N101,68.41266,POINT (-119.09259716110328 35.376774999987504)
FSTREET_LNODEDR1,54.4788,POINT (-120.838424090027 37.4895796064313)
FSTREET_LNODEDR3,54.43501,POINT (-120.838270217479 37.4896984214952)
FSTREET_LNODEDR4,54.43501,POINT (-120.838173674241 37.4896152090171)
FSTREET_LNODEDR5,54.4788,POINT (-120.83833925837 37.4894938869083)
FTCHMTN_6_N001,57.18271,POINT (-122.85282549557644 38.60608399998592)
FTCHMTN_6_N003,57.18271,POINT (-122.85294050442356 38.60608399998592)
FTL_LNODENE1,54.53354,POINT (-121.348651111111 38.69308721315885)
FTL_LNODENE2,54.53354,POINT (-121.34859132777218 38.693006393405355)
FTL_LNODENE3,54.53354,POINT (-121.34871089444981 38.693006393405355)
FULTON_2_N010,54.80084,POINT (-122.75943026543568 38.49657200829278)
FULTON_2_N049,54.80084,POINT (-122.75954973456432 38.49657200829278)
F_6_N001,64.79299,POINT (-117.126027 32.75497274686537)
F_6_N002,64.79299,POINT (-117.12597165333155 32.75489212655523)
F_6_N005,64.79299,POINT (-117.12608234666845 32.75489212655523)
GABILAN_6_N001,56.61351,POINT (-121.61325 36.731511)
GALE_1_N001,50.80305,POINT (-116.86535894183864 34.85946599998758)
GANSNER_6_N101,49.59634,POINT (-120.948157 39.939187)
GANSO_1_N001,51.82958,POINT (-119.449132 35.501698)
GARCIA_6_N001,61.24406,POINT (-123.550318 38.88879)
GAREY_1_N002,55.07542,POINT (-120.26 34.98)
GARFIELD_6_N001,119.39793,POINT (-116.996848 32.795125)
GARNET_7_N001,52.70535,POINT (-116.57633536031197 33.93858299995228)
GEER_LNODEDR1,54.44596,POINT (-120.843709746797 37.52250334748)
GEER_LNODEDR2,54.44049,POINT (-120.843588348711 37.5224993081714)
GEER_LNODEDR3,54.44049,POINT (-120.843496861832 37.5224318250334)
GEER_LNODEDR4,54.44049,POINT (-120.843426269924 37.5224297824039)
GEER_LNODEDR5,54.44596,POINT (-120.843557323915 37.5224263420376)
GEER_LNODEDR7,54.44596,POINT (-120.843630755159 37.5224225565731)
GEER_LNODEDR8,54.44596,POINT (-120.843709042834 37.522425898329)
GENESEE_6_N001,54.93311,POINT (-117.2133823800825 32.87974054062765)
GENESEE_6_N005,54.93311,POINT (-117.21338238029792 32.87956145928191)
GENESEE_6_N011,54.93311,POINT (-117.21359561970208 32.87956145928191)
GENESEE_6_N015,54.93311,POINT (-117.2135956199175 32.87974054062765)
GENE_2_N001,54.0026,POINT (-114.23 34.3)
GERBER_6_N101,53.76723,POINT (-122.156114 40.064207)
GEYSR5-6_7_N001,50.26767,POINT (-122.74238837921152 38.777006613720275)
GIFFEN_6_N001,52.10873,POINT (-120.334519 36.545076)
GILROYF_1_N001,56.35077,POINT (-121.58 37.14)
GILSTRAP_LNODEDR1,54.38028,POINT (-120.975549487551 37.5800948624588)
GILSTRAP_LNODEDR3,54.35838,POINT (-120.9757670064 37.5801662132492)
GILSTRAP_LNODEDR5,54.38028,POINT (-120.975550499689 37.5799830759229)
GILSTRAP_LNODEDR7,54.38028,POINT (-120.975552395649 37.58017229934)
GILSTRAP_LNODEDR8,54.35838,POINT (-120.975645212521 37.5801700030066)
GILSTRAP_LNODER17,54.35838,POINT (-120.976018315921 37.5801611951015)
GIRVAN_6_N001,53.65229,POINT (-122.378916 40.51347)
GLENCLIF_6_N001,32.05048,POINT (-116.498315 32.798367)
GLENSHIR_LNODERE,50.30244,POINT (-120.08626 39.352238)
GLENWOOD_6_N001,57.54402,POINT (-122.186967 37.45733023092607)
GLENWOOD_6_N004,57.54402,POINT (-122.18690783531744 37.457248884522265)
GLENWOOD_6_N005,57.54402,POINT (-122.18702616468256 37.457248884522265)
GLRYCGG1_7_N001,56.38362,POINT (-121.5600565514771 37.12999999998655)
GOLDTREE_1_N001,54.06828,POINT (-120.69284284611503 35.32012199998752)
GOLDTREE_1_N002,54.06828,POINT (-120.69295315388497 35.32012199998752)
GOLETA_6_N200,55.56805,POINT (-119.88445868708224 34.46880142976412)
GONZALES_6_N001,57.66444,POINT (-121.44685522795733 36.50885299998702)
GONZALES_6_N003,57.66444,POINT (-121.44696677204267 36.50885299998702)
GORMAN_6_N001,53.25819,POINT (-118.818908 34.8014)
GOSELKE_1_N001,52.0321,POINT (-119.579654 35.601596)
GOULD_2_N001,53.25819,POINT (-118.18701737338756 34.22145799998786)
GOULD_2_N007,53.25819,POINT (-118.18712662661244 34.22145799998786)
GRANDIS_1_N004,55.02069,POINT (-121.59029758372996 38.23108199998597)
GRANDIS_1_N009,55.02069,POINT (-121.59041241627003 38.23108199998597)
GRANITE_6_N001,35.27573,POINT (-116.92086 32.804473)
GRANITE_6_N007,126.28674,POINT (-116.9207534473782 32.804472999954854)
GRANITE_6_N008,126.28674,POINT (-116.92086 32.80438343993102)
GRANITE_6_N009,35.31952,POINT (-116.92096655262179 32.804472999954854)
GRANTRK_6_N001,56.74487,POINT (-122.160116 37.67099326174171)
GRANT_1_N001,55.58447,POINT (-122.16005663166834 37.67091186911436)
GRANT_1_N005,55.58447,POINT (-122.16017536833166 37.67091186911436)
GRBRVLLE_6_N001,72.27684,POINT (-123.792873 40.10263)
GRDNEAST_1_N101,56.08257,POINT (-119.60994425959105 36.47999999998696)
GRDNEAST_1_N102,56.08257,POINT (-119.61005574040897 36.47999999998696)
GRDNWEST_1_N001,56.03878,POINT (-119.57 36.59)
GREENBRE_6_N001,56.19751,POINT (-122.51415869769995 37.93780399998614)
GREENBRE_6_N003,56.19751,POINT (-122.51427330230004 37.93780399998614)
GRIMWAY_1_N001,52.22915,POINT (-118.87 35.27)
GRNTHLL_1_N001,53.48808,POINT (-116.92086 32.80456256006898)
GRNVALY_1_N001,56.49309,POINT (-121.76018 36.952139010813255)
GRNVALY_1_N011,56.49309,POINT (-121.76012146857028 36.95205799457908)
GRSSVLY_6_N101,54.67038,POINT (-121.061004 39.209514)
GRYSFLT_6_N001,49.47045,POINT (-121.065532 40.021612)
