node_id,lat,lon,type,area,price_dp,geometry
EASTGATE_6_N101,32.88493613808494,-117.20083859603457,LOAD,CA,61.84784,POINT (-117.20083859603457 32.88493613808494)
EASTGATE_6_N201,32.88493613808494,-117.20094940396542,LOAD,CA,61.84784,POINT (-117.20094940396542 32.88493613808494)
EBMUDGRY_1_N001,37.93,-122.04,LOAD,CA,58.9395,POINT (-122.04 37.93)
ECY_LNODE101,38.55445658675582,-121.43093112608555,LOAD,BANC,58.97096,POINT (-121.43093112608555 38.55445658675582)
ECY_LNODE102,38.55427674646514,-121.4309311263732,LOAD,BANC,58.97096,POINT (-121.4309311263732 38.55427674646514)
ECY_LNODE103,38.55427674646514,-121.43116109584881,LOAD,BANC,58.97096,POINT (-121.43116109584881 38.55427674646514)
ECY_LNODE104,38.55445658675582,-121.43116109613645,LOAD,BANC,58.97096,POINT (-121.43116109613645 38.55445658675582)
EDENVALE_1_N001,37.24503626216962,-121.7958386130011,LOAD,CA,59.80001,POINT (-121.7958386130011 37.24503626216962)
EDENVALE_1_N004,37.24485573772219,-121.79583861327271,LOAD,CA,59.80001,POINT (-121.79583861327271 37.24485573772219)
EDENVALE_1_N006,37.24485573772219,-121.79606538672729,LOAD,CA,59.80001,POINT (-121.79606538672729 37.24485573772219)
EDENVALE_1_N008,37.24503626216962,-121.7960653869989,LOAD,CA,59.80001,POINT (-121.7960653869989 37.24503626216962)
EDES_1_N001,37.738786999986225,-122.19371982090533,LOAD,CA,62.30732,POINT (-122.19371982090533 37.738786999986225)
EDES_1_N003,37.738786999986225,-122.19383417909467,LOAD,CA,62.30732,POINT (-122.19383417909467 37.738786999986225)
EDMON1AP_7_N001,34.986313,-118.738787,LOAD,CA,58.67695,POINT (-118.738787 34.986313)
EDMON2AP_7_N001,34.986312999950265,-118.73867680688261,LOAD,CA,58.67695,POINT (-118.73867680688261 34.986312999950265)
EDMON3AP_7_N001,34.98622271993701,-118.73867680700413,LOAD,CA,58.67087,POINT (-118.73867680700413 34.98622271993701)
EDMON3AP_7_N002,34.98615888237297,-118.73875472524391,LOAD,CA,58.67087,POINT (-118.73875472524391 34.98615888237297)
EDMON4AP_7_N001,34.98614361582445,-118.738863331203,LOAD,CA,58.67087,POINT (-118.738863331203 34.98614361582445)
EDMON4AP_7_N002,34.98617488443967,-118.73896670370384,LOAD,CA,58.67087,POINT (-118.73896670370384 34.98617488443967)
EDMON5AP_7_N001,34.98624072734969,-118.73904209487607,LOAD,CA,58.67087,POINT (-118.73904209487607 34.98624072734969)
EDMON5AP_7_N002,34.986326049781965,-118.73907810817316,LOAD,CA,58.67087,POINT (-118.73907810817316 34.986326049781965)
EDMON6AP_7_N001,34.986416194964555,-118.73907208804029,LOAD,CA,58.67087,POINT (-118.73907208804029 34.986416194964555)
EDMON6AP_7_N002,34.98649877424742,-118.73902755565565,LOAD,CA,58.67087,POINT (-118.73902755565565 34.98649877424742)
EDMON7AP_7_N001,34.98656446909455,-118.73895197200041,LOAD,CA,58.67087,POINT (-118.73895197200041 34.98656446909455)
EDMON7AP_7_N002,34.98660721032227,-118.7388549100885,LOAD,CA,58.67087,POINT (-118.7388549100885 34.98660721032227)
EDMON8AP_7_N001,34.98662398575978,-118.738746635625,LOAD,CA,58.67087,POINT (-118.738746635625 34.98662398575978)
EDMON8AP_7_N002,34.986614439197844,-118.738637059907,LOAD,CA,58.67087,POINT (-118.738637059907 34.986614439197844)
EDWARDS_1_N001,34.991871,-117.890005,LOAD,CA,62.28598,POINT (-117.890005 34.991871)
EELRIVR_6_N001,40.602658,-124.210199,LOAD,CA,58.54911,POINT (-124.210199 40.602658)
EIGHTMI_2_N017,38.058077,-121.375292,LOAD,CA,59.44751,POINT (-121.375292 38.058077)
EISENHOW_1_N001,33.830599,-116.497612,LOAD,CA,60.37564,POINT (-116.497612 33.830599)
EISEN_6_N001,35.35714,-118.97131,LOAD,CA,59.40019,POINT (-118.97131 35.35714)
ELCAJNGT_7_N001,32.795346131065216,-116.97233863745876,LOAD,CA,76.5,POINT (-116.97233863745876 32.795346131065216)
ELCAJNGT_7_N004,32.795346131065216,-116.97244936254124,LOAD,CA,76.12319,POINT (-116.97244936254124 32.795346131065216)
ELCAPTN_1_N001,37.335801999986415,-120.50517320028958,LOAD,CA,63.04099,POINT (-120.50517320028958 37.335801999986415)
ELCAPTN_1_N004,37.335801999986415,-120.50528679971042,LOAD,CA,63.04099,POINT (-120.50528679971042 37.335801999986415)
ELCAPTN_1_N005,37.365512,-120.578993,LOAD,CA,63.04099,POINT (-120.578993 37.365512)
ELCRRTO_1_N001,37.91620499998609,-122.30313670905946,LOAD,CA,59.55604,POINT (-122.30313670905946 37.91620499998609)
ELCRRTO_1_N023,37.91620499998609,-122.30325129094054,LOAD,CA,59.55604,POINT (-122.30325129094054 37.91620499998609)
ELKCREEK_6_N001,39.12957472883464,-123.711777,LOAD,CA,58.14505,POINT (-123.711777 39.12957472883464)
ELKHIL1G_7_N001,35.22604999998747,-119.37772885850012,LOAD,CA,58.02665,POINT (-119.37772885850012 35.22604999998747)
ELKHIL2G_7_N001,35.22604999998747,-119.37783914149988,LOAD,CA,58.02665,POINT (-119.37783914149988 35.22604999998747)
ELK_6_N001,39.1294941355673,-123.71183698354646,LOAD,CA,52.59342,POINT (-123.71183698354646 39.1294941355673)
ELK_SM_LNODENE2,38.37273738362879,-121.354256944444,LOAD,BANC,59.03781,POINT (-121.354256944444 38.37273738362879)
ELK_SM_LNODENE7,38.372656308170484,-121.35419723840097,LOAD,BANC,59.04389,POINT (-121.35419723840097 38.372656308170484)
ELK_SM_LNODENE8,38.372656308170484,-121.35431665048702,LOAD,BANC,59.04389,POINT (-121.35431665048702 38.372656308170484)
ELLIOTT_6_N001,32.81585999998874,-117.08840071898302,LOAD,CA,61.64197,POINT (-117.08840071898302 32.81585999998874)
ELLIOTT_6_N004,32.81585999998874,-117.08850728101697,LOAD,CA,61.64197,POINT (-117.08850728101697 32.81585999998874)
ELLIS_6_N001,37.716505,-121.548766,LOAD,CA,61.06393,POINT (-121.548766 37.716505)
ELLIS_6_N105,33.685126,-117.943596,LOAD,CA,61.06393,POINT (-117.943596 33.685126)
ELLSGTY_1_N001,33.685294,-117.943088,LOAD,CA,59.21048,POINT (-117.943088 33.685294)
ELNIDO_1_N004,37.12061299998659,-120.47270746040512,LOAD,CA,64.53001,POINT (-120.47270746040512 37.12061299998659)
ELNIDO_2_N001,37.12061299998659,-120.47282053959488,LOAD,CA,61.51139,POINT (-120.47282053959488 37.12061299998659)
ELNIDO_2_N012,33.89624399998809,-118.37271472929694,LOAD,CA,61.51139,POINT (-118.37271472929694 33.89624399998809)
ELNIDO_7_N001,33.89624399998809,-118.37282327070305,LOAD,CA,64.53608,POINT (-118.37282327070305 33.89624399998809)
ELPATIO_1_N001,37.29223717683988,-121.935913,LOAD,CA,61.84025,POINT (-121.935913 37.29223717683988)
ELPATIO_1_N006,37.29215591156547,-121.93585402427247,LOAD,CA,61.84025,POINT (-121.93585402427247 37.29215591156547)
ELPATIO_1_N015,37.29215591156547,-121.93597197572753,LOAD,CA,61.84025,POINT (-121.93597197572753 37.29215591156547)
ELV_LNODENE1,38.71426666661026,-121.47683299057677,LOAD,BANC,58.87979,POINT (-121.47683299057677 38.71426666661026)
ELV_LNODENE2,38.71418891290697,-121.47689052312896,LOAD,BANC,58.87979,POINT (-121.47689052312896 38.71418891290697)
ELV_LNODENE3,38.71418891290697,-121.47700558798303,LOAD,BANC,58.87979,POINT (-121.47700558798303 38.71418891290697)
ELV_LNODENE4,38.71426666661026,-121.47706312053523,LOAD,BANC,58.87979,POINT (-121.47706312053523 38.71426666661026)
ELV_LNODENE5,38.71434442039811,-121.4770055881082,LOAD,BANC,58.87979,POINT (-121.4770055881082 38.71434442039811)
ELV_LNODENE6,38.71434442039811,-121.4768905230038,LOAD,BANC,58.87979,POINT (-121.4768905230038 38.71434442039811)
EMBRCDR_2_N001,37.780090430972514,-122.37988558363396,LOAD,CA,61.26471,POINT (-122.37988558363396 37.780090430972514)
EMBRCDR_2_N008,37.77990956891692,-122.37988558391392,LOAD,CA,61.26471,POINT (-122.37988558391392 37.77990956891692)
EMBRCDR_2_N101,37.77990956891692,-122.38011441608609,LOAD,CA,61.26471,POINT (-122.38011441608609 37.77990956891692)
EMBRCDR_2_N104,37.780090430972514,-122.38011441636604,LOAD,CA,61.26471,POINT (-122.38011441636604 37.780090430972514)
EMRLDLE_6_N001,37.462178,-122.277933,LOAD,CA,60.82712,POINT (-122.277933 37.462178)
EMRYSVE_1_N001,39.163430999985756,-121.56151425780503,LOAD,CA,58.21798,POINT (-121.56151425780503 39.163430999985756)
EMRYSVE_1_N003,39.163430999985756,-121.56162974219497,LOAD,CA,58.21798,POINT (-121.56162974219497 39.163430999985756)
ENCINAL_6_N001,39.247383,-121.637248,LOAD,CA,59.17217,POINT (-121.637248 39.247383)
ENCINA_1_N001,33.13699513479889,-117.33531843066032,LOAD,CA,61.46658,POINT (-117.33531843066032 33.13699513479889)
ENCINA_1_N049,33.13699513479889,-117.33542956933968,LOAD,CA,61.46658,POINT (-117.33542956933968 33.13699513479889)
ENCNITAS_6_N001,33.05068472041646,-117.285325,LOAD,CA,62.38506,POINT (-117.285325 33.05068472041646)
ENCNITAS_6_N004,33.05060413977941,-117.28526949553299,LOAD,CA,62.38506,POINT (-117.28526949553299 33.05060413977941)
ENCNITAS_6_N011,33.05060413977941,-117.285380504467,LOAD,CA,62.38506,POINT (-117.285380504467 33.05060413977941)
ENSLEN_LNODEHKQ,37.65224426097517,-121.0013,LOAD,BANC,59.70635,POINT (-121.0013 37.65224426097517)
ENSLEN_LNODELOU,37.65216286949752,-121.00124064749899,LOAD,BANC,59.70635,POINT (-121.00124064749899 37.65216286949752)
ENSLEN_LNODEWFN,37.65216286949752,-121.00135935250101,LOAD,BANC,59.70635,POINT (-121.00135935250101 37.65216286949752)
ERTA_6_N001,36.930594,-121.763827,LOAD,CA,60.61017,POINT (-121.763827 36.930594)
ESCNDIDO_6_N001,33.12543545233769,-117.116857,LOAD,CA,61.07154,POINT (-117.116857 33.12543545233769)
ESCNDIDO_6_N046,33.12552499995441,-117.11696392572938,LOAD,CA,61.07154,POINT (-117.11696392572938 33.12552499995441)
ESCNDIDO_6_N053,33.12561454766245,-117.116857,LOAD,CA,61.07154,POINT (-117.116857 33.12561454766245)
ESCO_6_N001,33.115770727187964,-117.089119,LOAD,CA,61.23324,POINT (-117.089119 33.115770727187964)
ESCO_6_N004,33.11569013639368,-117.08906344744015,LOAD,CA,61.23324,POINT (-117.08906344744015 33.11569013639368)
ESQUON_6_N001,39.607876,-121.768445,LOAD,CA,58.05997,POINT (-121.768445 39.607876)
ESTGRND_1_N001,37.653951261060854,-122.403031,LOAD,CA,61.56251,POINT (-122.403031 37.653951261060854)
ESTGRND_1_N005,37.65386986945481,-122.402971646041,LOAD,CA,61.56251,POINT (-122.402971646041 37.65386986945481)
ESTGRND_1_N009,37.65386986945481,-122.403090353959,LOAD,CA,61.56251,POINT (-122.403090353959 37.65386986945481)
ESTPRTL_1_N001,37.876677,-122.186415,LOAD,CA,59.55946,POINT (-122.186415 37.876677)
ESTQNCY_6_N001,39.938128,-120.910322,LOAD,CA,53.37837,POINT (-120.910322 39.938128)
ETIWANDA_6_N001,34.0883812512724,-117.5255740237224,LOAD,CA,60.31411,POINT (-117.5255740237224 34.0883812512724)
ETIWANDA_6_N003,34.08814499998799,-117.52552751207779,LOAD,CA,60.30803,POINT (-117.52552751207779 34.08814499998799)
EUREKAA_6_N001,40.793883999984665,-124.18290627263764,LOAD,CA,58.67371,POINT (-124.18290627263764 40.793883999984665)
EUREKA_6_N001,40.793883999984665,-124.18302572736236,LOAD,CA,58.63724,POINT (-124.18302572736236 40.793883999984665)
EVRGREEN_1_N001,37.303338999986465,-121.8408102375639,LOAD,CA,61.596,POINT (-121.8408102375639 37.303338999986465)
EVRGREEN_1_N019,37.303338999986465,-121.84092376243609,LOAD,CA,61.596,POINT (-121.84092376243609 37.303338999986465)
EXXONBH_7_N001,38.08095331088854,-122.13762073299924,LOAD,CA,59.70276,POINT (-122.13762073299924 38.08095331088854)
FAIRGRND_LNODEDR1,37.5006945896515,-120.867048786933,LOAD,TIDC,59.45109,POINT (-120.867048786933 37.5006945896515)
FAIRGRND_LNODEDR3,37.5005735349484,-120.866718665766,LOAD,TIDC,59.46932,POINT (-120.866718665766 37.5005735349484)
FAIRGRND_LNODEDR4,37.5005721589657,-120.866803820595,LOAD,TIDC,59.46932,POINT (-120.866803820595 37.5005721589657)
FAIRGRND_LNODEDR5,37.5005181954718,-120.867051337755,LOAD,TIDC,59.45109,POINT (-120.867051337755 37.5005181954718)
FAIRGRND_LNODEDR7,37.5005718981617,-120.866887330714,LOAD,TIDC,59.46932,POINT (-120.866887330714 37.5005718981617)
FAIRGRND_LNODEDR8,37.5005716373084,-120.866970837622,LOAD,TIDC,59.45109,POINT (-120.866970837622 37.5005716373084)
FAIRHAVN_6_N001,40.80027999998463,-124.19565426654849,LOAD,CA,59.14878,POINT (-124.19565426654849 40.80027999998463)
FAIRWAY_1_N001,34.91059499998762,-120.44635292480474,LOAD,CA,62.10287,POINT (-120.44635292480474 34.91059499998762)
FAIRWAY_1_N002,34.91059499998762,-120.44646307519525,LOAD,CA,62.10287,POINT (-120.44646307519525 34.91059499998762)
FAMOSO_1_N001,35.60500099998741,-119.20248280260235,LOAD,CA,59.86816,POINT (-119.20248280260235 35.60500099998741)
FARREL_1_N001,33.85654399998807,-116.49686777574072,LOAD,CA,60.05353,POINT (-116.49686777574072 33.85654399998807)
FARREL_1_N002,33.85654399998807,-116.49697622425927,LOAD,CA,60.05353,POINT (-116.49697622425927 33.85654399998807)
FAR_SUB_LNODEONA,34.03809021316632,-118.37089113436087,LOAD,LADWP,59.49363,POINT (-118.37089113436087 34.03809021316632)
FAR_SUB_LNODEONB,34.0379097867377,-118.37089113459244,LOAD,LADWP,59.49971,POINT (-118.37089113459244 34.0379097867377)
FAR_SUB_LNODEONC,34.0379097867377,-118.37110886540755,LOAD,LADWP,59.49971,POINT (-118.37110886540755 34.0379097867377)
FAR_SUB_LNODEOND,34.03809021316632,-118.37110886563912,LOAD,LADWP,59.49971,POINT (-118.37110886563912 34.03809021316632)
FELICITA_6_N001,33.093263724336374,-117.073637,LOAD,CA,61.24963,POINT (-117.073637 33.093263724336374)
FELICITA_6_N005,33.09318313781945,-117.07358146461416,LOAD,CA,61.24963,POINT (-117.07358146461416 33.09318313781945)
FELICITA_6_N009,33.09318313781945,-117.07369253538583,LOAD,CA,61.24963,POINT (-117.07369253538583 33.09318313781945)
FELLOWSG_7_N001,35.195188999987465,-119.58505586292793,LOAD,CA,58.36699,POINT (-119.58505586292793 35.195188999987465)
FIGARDN_2_N001,36.8220309999868,-119.85852484727552,LOAD,CA,62.57937,POINT (-119.85852484727552 36.8220309999868)
FIGARDN_2_N101,36.8220309999868,-119.85863715272448,LOAD,CA,62.58545,POINT (-119.85863715272448 36.8220309999868)
FINNEY_LNODESNV,37.627520677678156,-120.9751667,LOAD,BANC,59.73673,POINT (-120.9751667 37.627520677678156)
FIREBAGH_6_N001,36.850688,-120.466577,LOAD,CA,62.6784,POINT (-120.466577 36.850688)
FIREHOUS_LNODEBUSH,34.8569,-114.6245,LOAD,WALC,57.91345,POINT (-114.6245 34.8569)
FIY_LNODE0LD,38.762778,-121.356944,LOAD,BANC,58.86764,POINT (-121.356944 38.762778)
FLINT_1_N001,38.88530299998586,-121.06669540924167,LOAD,CA,59.03054,POINT (-121.06669540924167 38.88530299998586)
FMC_1_N001,37.347699999986396,-121.92219018683774,LOAD,CA,62.13161,POINT (-121.92219018683774 37.347699999986396)
FMC_1_N003,37.347699999986396,-121.92230381316226,LOAD,CA,62.13161,POINT (-121.92230381316226 37.347699999986396)
FOOTHILL_1_N001,35.27,-120.7,LOAD,CA,61.31279,POINT (-120.7 35.27)
FORSTHL_6_N001,39.01927,-120.830271,LOAD,CA,57.1124,POINT (-120.830271 39.01927)
FORTORD_6_N001,36.643363,-121.792138,LOAD,CA,59.71069,POINT (-121.792138 36.643363)
FORTRSS_6_N001,38.539559,-123.223713,LOAD,CA,65.31538,POINT (-123.223713 38.539559)
FOSTERW_7_N001,38.02007534657929,-122.06127131707333,LOAD,CA,58.63448,POINT (-122.06127131707333 38.02007534657929)
FRANKLIN_6_N003,38.012317,-122.264655,LOAD,CA,60.12011,POINT (-122.264655 38.012317)
FRA_SM_LNODENE1,38.38101134187077,-121.4768906014164,LOAD,BANC,59.04389,POINT (-121.4768906014164 38.38101134187077)
FRA_SM_LNODENE2,38.380933333277234,-121.47683314740071,LOAD,BANC,59.04389,POINT (-121.47683314740071 38.380933333277234)
FRA_SM_LNODENE3,38.38085532476781,-121.47689060154032,LOAD,BANC,59.04389,POINT (-121.47689060154032 38.38085532476781)
FRA_SM_LNODENE4,38.38085532476781,-121.47700550957168,LOAD,BANC,59.04389,POINT (-121.47700550957168 38.38085532476781)
FRA_SM_LNODENE5,38.380933333277234,-121.47706296371129,LOAD,BANC,59.04389,POINT (-121.47706296371129 38.380933333277234)
FRA_SM_LNODENE6,38.38101134187077,-121.4770055096956,LOAD,BANC,59.04389,POINT (-121.4770055096956 38.38101134187077)
FREDONIA_LNODELD,34.1733,-114.574,LOAD,WALC,57.54272,POINT (-114.574 34.1733)
FREMNT_1_N001,37.54118124868743,-121.962063,LOAD,CA,61.45891,POINT (-121.962063 37.54118124868743)
FREMNT_1_N007,37.54109987564155,-121.96200374944321,LOAD,CA,61.45891,POINT (-121.96200374944321 37.54109987564155)
FREMNT_1_N013,37.54109987564155,-121.96212225055679,LOAD,CA,61.45891,POINT (-121.96212225055679 37.54109987564155)
FRIARS_1_N001,32.77904499998872,-117.15675673371696,LOAD,CA,61.34362,POINT (-117.15675673371696 32.77904499998872)
FRIARS_1_N009,32.77904499998872,-117.15686326628304,LOAD,CA,61.34362,POINT (-117.15686326628304 32.77904499998872)
FRNCHGLH_6_N001,40.68692,-122.641204,LOAD,CA,58.36992,POINT (-122.641204 40.68692)
FROGTOWN_7_N001,38.056504,-120.53381,LOAD,CA,54.25116,POINT (-120.53381 38.056504)
FRTSWRD_6_N001,40.21377199998503,-123.59658599020719,LOAD,CA,59.20538,POINT (-123.59658599020719 40.21377199998503)
FRUITLND_6_N001,40.28584,-123.837372,LOAD,CA,59.03117,POINT (-123.837372 40.28584)
FRUITVLE_6_N001,35.376774999987504,-119.0924868388967,LOAD,CA,59.3151,POINT (-119.0924868388967 35.376774999987504)
FRUITVLE_6_N101,35.376774999987504,-119.09259716110328,LOAD,CA,59.3151,POINT (-119.09259716110328 35.376774999987504)
FSTREET_LNODEDR1,37.4895796064313,-120.838424090027,LOAD,TIDC,59.4754,POINT (-120.838424090027 37.4895796064313)
FSTREET_LNODEDR3,37.4896984214952,-120.838270217479,LOAD,TIDC,59.45716,POINT (-120.838270217479 37.4896984214952)
FSTREET_LNODEDR4,37.4896152090171,-120.838173674241,LOAD,TIDC,59.45716,POINT (-120.838173674241 37.4896152090171)
FSTREET_LNODEDR5,37.4894938869083,-120.83833925837,LOAD,TIDC,59.4754,POINT (-120.83833925837 37.4894938869083)
FTCHMTN_6_N001,38.60608399998592,-122.85282549557644,LOAD,CA,67.44591,POINT (-122.85282549557644 38.60608399998592)
FTCHMTN_6_N003,38.60608399998592,-122.85294050442356,LOAD,CA,67.44591,POINT (-122.85294050442356 38.60608399998592)
FTL_LNODENE1,38.69308721315885,-121.348651111111,LOAD,BANC,58.89803,POINT (-121.348651111111 38.69308721315885)
FTL_LNODENE2,38.693006393405355,-121.34859132777218,LOAD,BANC,58.89803,POINT (-121.34859132777218 38.693006393405355)
FTL_LNODENE3,38.693006393405355,-121.34871089444981,LOAD,BANC,58.89803,POINT (-121.34871089444981 38.693006393405355)
FULTON_2_N010,38.49657200829278,-122.75943026543568,LOAD,CA,60.26989,POINT (-122.75943026543568 38.49657200829278)
FULTON_2_N049,38.49657200829278,-122.75954973456432,LOAD,CA,60.26989,POINT (-122.75954973456432 38.49657200829278)
F_6_N001,32.75497274686537,-117.126027,LOAD,CA,62.87008,POINT (-117.126027 32.75497274686537)
F_6_N002,32.75489212655523,-117.12597165333155,LOAD,CA,62.87008,POINT (-117.12597165333155 32.75489212655523)
F_6_N005,32.75489212655523,-117.12608234666845,LOAD,CA,62.87008,POINT (-117.12608234666845 32.75489212655523)
GABILAN_6_N001,36.731511,-121.61325,LOAD,CA,60.34276,POINT (-121.61325 36.731511)
GALE_1_N001,34.85946599998758,-116.86535894183864,LOAD,CA,59.53829,POINT (-116.86535894183864 34.85946599998758)
GANSNER_6_N101,39.939187,-120.948157,LOAD,CA,53.95574,POINT (-120.948157 39.939187)
GANSO_1_N001,35.501698,-119.449132,LOAD,CA,58.65264,POINT (-119.449132 35.501698)
GARCIA_6_N001,38.88879,-123.550318,LOAD,CA,52.80006,POINT (-123.550318 38.88879)
GAREY_1_N002,34.98,-120.26,LOAD,CA,61.87193,POINT (-120.26 34.98)
GARFIELD_6_N001,32.795125,-116.996848,LOAD,CA,73.99465,POINT (-116.996848 32.795125)
GARNET_7_N001,33.93858299995228,-116.57633536031197,LOAD,CA,59.88336,POINT (-116.57633536031197 33.93858299995228)
GEER_LNODEDR1,37.52250334748,-120.843709746797,LOAD,TIDC,59.4754,POINT (-120.843709746797 37.52250334748)
GEER_LNODEDR2,37.5224993081714,-120.843588348711,LOAD,TIDC,59.4754,POINT (-120.843588348711 37.5224993081714)
GEER_LNODEDR3,37.5224318250334,-120.843496861832,LOAD,TIDC,59.4754,POINT (-120.843496861832 37.5224318250334)
GEER_LNODEDR4,37.5224297824039,-120.843426269924,LOAD,TIDC,59.4754,POINT (-120.843426269924 37.5224297824039)
GEER_LNODEDR5,37.5224263420376,-120.843557323915,LOAD,TIDC,59.4754,POINT (-120.843557323915 37.5224263420376)
GEER_LNODEDR7,37.5224225565731,-120.843630755159,LOAD,TIDC,59.4754,POINT (-120.843630755159 37.5224225565731)
GEER_LNODEDR8,37.522425898329,-120.843709042834,LOAD,TIDC,59.4754,POINT (-120.843709042834 37.522425898329)
GENESEE_6_N001,32.87974054062765,-117.2133823800825,LOAD,CA,62.05687,POINT (-117.2133823800825 32.87974054062765)
GENESEE_6_N005,32.87956145928191,-117.21338238029792,LOAD,CA,62.05687,POINT (-117.21338238029792 32.87956145928191)
GENESEE_6_N011,32.87956145928191,-117.21359561970208,LOAD,CA,62.05687,POINT (-117.21359561970208 32.87956145928191)
GENESEE_6_N015,32.87974054062765,-117.2135956199175,LOAD,CA,62.05687,POINT (-117.2135956199175 32.87974054062765)
GENE_2_N001,34.3,-114.23,LOAD,CA,59.47461,POINT (-114.23 34.3)
GERBER_6_N101,40.064207,-122.156114,LOAD,CA,60.33299,POINT (-122.156114 40.064207)
GEYSR5-6_7_N001,38.777006613720275,-122.74238837921152,LOAD,CA,47.32431,POINT (-122.74238837921152 38.777006613720275)
GIFFEN_6_N001,36.545076,-120.334519,LOAD,CA,63.64594,POINT (-120.334519 36.545076)
GILROYF_1_N001,37.14,-121.58,LOAD,CA,60.90613,POINT (-121.58 37.14)
GILSTRAP_LNODEDR1,37.5800948624588,-120.975549487551,LOAD,TIDC,59.45716,POINT (-120.975549487551 37.5800948624588)
GILSTRAP_LNODEDR3,37.5801662132492,-120.9757670064,LOAD,TIDC,59.46324,POINT (-120.9757670064 37.5801662132492)
GILSTRAP_LNODEDR5,37.5799830759229,-120.975550499689,LOAD,TIDC,59.45716,POINT (-120.975550499689 37.5799830759229)
GILSTRAP_LNODEDR7,37.58017229934,-120.975552395649,LOAD,TIDC,59.45716,POINT (-120.975552395649 37.58017229934)
GILSTRAP_LNODEDR8,37.5801700030066,-120.975645212521,LOAD,TIDC,59.46324,POINT (-120.975645212521 37.5801700030066)
GILSTRAP_LNODER17,37.5801611951015,-120.976018315921,LOAD,TIDC,59.46324,POINT (-120.976018315921 37.5801611951015)
GIRVAN_6_N001,40.51347,-122.378916,LOAD,CA,57.85333,POINT (-122.378916 40.51347)
GLENCLIF_6_N001,32.798367,-116.498315,LOAD,CA,53.17811,POINT (-116.498315 32.798367)
GLENSHIR_LNODERE,39.352238,-120.08626,LOAD,NV,56.65539,POINT (-120.08626 39.352238)
GLENWOOD_6_N001,37.45733023092607,-122.186967,LOAD,CA,61.80561,POINT (-122.186967 37.45733023092607)
GLENWOOD_6_N004,37.457248884522265,-122.18690783531744,LOAD,CA,61.80561,POINT (-122.18690783531744 37.457248884522265)
GLENWOOD_6_N005,37.457248884522265,-122.18702616468256,LOAD,CA,61.80561,POINT (-122.18702616468256 37.457248884522265)
GLRYCGG1_7_N001,37.12999999998655,-121.5600565514771,LOAD,CA,60.91221,POINT (-121.5600565514771 37.12999999998655)
GOLDTREE_1_N001,35.32012199998752,-120.69284284611503,LOAD,CA,61.31886,POINT (-120.69284284611503 35.32012199998752)
GOLDTREE_1_N002,35.32012199998752,-120.69295315388497,LOAD,CA,61.31886,POINT (-120.69295315388497 35.32012199998752)
GOLETA_6_N200,34.46880142976412,-119.88445868708224,LOAD,CA,62.82188,POINT (-119.88445868708224 34.46880142976412)
GONZALES_6_N001,36.50885299998702,-121.44685522795733,LOAD,CA,61.41242,POINT (-121.44685522795733 36.50885299998702)
GONZALES_6_N003,36.50885299998702,-121.44696677204267,LOAD,CA,61.41242,POINT (-121.44696677204267 36.50885299998702)
GORMAN_6_N001,34.8014,-118.818908,LOAD,CA,59.2604,POINT (-118.818908 34.8014)
GOSELKE_1_N001,35.601596,-119.579654,LOAD,CA,59.12062,POINT (-119.579654 35.601596)
GOULD_2_N001,34.22145799998786,-118.18701737338756,LOAD,CA,60.11355,POINT (-118.18701737338756 34.22145799998786)
GOULD_2_N007,34.22145799998786,-118.18712662661244,LOAD,CA,60.11355,POINT (-118.18712662661244 34.22145799998786)
GRANDIS_1_N004,38.23108199998597,-121.59029758372996,LOAD,CA,59.66445,POINT (-121.59029758372996 38.23108199998597)
GRANDIS_1_N009,38.23108199998597,-121.59041241627003,LOAD,CA,59.66445,POINT (-121.59041241627003 38.23108199998597)
GRANITE_6_N001,32.804473,-116.92086,LOAD,CA,58.64612,POINT (-116.92086 32.804473)
GRANITE_6_N007,32.804472999954854,-116.9207534473782,LOAD,CA,76.17789,POINT (-116.9207534473782 32.804472999954854)
GRANITE_6_N008,32.80438343993102,-116.92086,LOAD,CA,76.17789,POINT (-116.92086 32.80438343993102)
GRANITE_6_N009,32.804472999954854,-116.92096655262179,LOAD,CA,58.75551,POINT (-116.92096655262179 32.804472999954854)
GRANTRK_6_N001,37.67099326174171,-122.160116,LOAD,CA,61.36379,POINT (-122.160116 37.67099326174171)
GRANT_1_N001,37.67091186911436,-122.16005663166834,LOAD,CA,53.15124,POINT (-122.16005663166834 37.67091186911436)
GRANT_1_N005,37.67091186911436,-122.16017536833166,LOAD,CA,53.15124,POINT (-122.16017536833166 37.67091186911436)
GRBRVLLE_6_N001,40.10263,-123.792873,LOAD,CA,59.81918,POINT (-123.792873 40.10263)
GRDNEAST_1_N101,36.47999999998696,-119.60994425959105,LOAD,CA,350.01,POINT (-119.60994425959105 36.47999999998696)
GRDNEAST_1_N102,36.47999999998696,-119.61005574040897,LOAD,CA,350.01,POINT (-119.61005574040897 36.47999999998696)
GRDNWEST_1_N001,36.59,-119.57,LOAD,CA,67.47459,POINT (-119.57 36.59)
GREENBRE_6_N001,37.93780399998614,-122.51415869769995,LOAD,CA,60.87643,POINT (-122.51415869769995 37.93780399998614)
GREENBRE_6_N003,37.93780399998614,-122.51427330230004,LOAD,CA,60.87643,POINT (-122.51427330230004 37.93780399998614)
